Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC001428,09-02-2020,Karnataka,Bengaluru,South,Data Breach,Email Server,Education,High,2001,10.22,2555457,201,External,Under Investigation,Encryption,Escalated,70,09-02-2020,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001429,18-09-2021,Maharashtra,Pune,West,SQL Injection,Cloud Server,Education,High,3847,106.02,2612276,203,Internal,Under Investigation,Emergency Patch,Closed,68,18-09-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001430,20-03-2020,Gujarat,Ahmedabad,West,Phishing,API,Banking,Low,2903,118.58,84656,18,External,Blocked,Password Reset,Open,20,20-03-2020,25,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001431,03-04-2022,Maharashtra,Mumbai,West,Insider Threat,Web App,IT,High,918,243.73,2481143,234,Internal,Under Investigation,Access Revocation,Closed,71,03-04-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001432,31-05-2021,Tamil Nadu,Coimbatore,South,SQL Injection,Email Server,Manufacturing,Medium,3490,207.09,526991,74,External,Mitigated,Patch Management,Escalated,42,31-05-2021,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001433,04-08-2024,Andhra Pradesh,Vijayawada,South,SQL Injection,Cloud Server,IT,Medium,3998,168.2,432747,67,Internal,Blocked,Patch Management,Escalated,41,04-08-2024,50,Medium,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001434,22-10-2020,Tamil Nadu,Chennai,South,Zero-Day Exploit,API,Government,Critical,3926,178.7,5606632,300,External,Under Investigation,Emergency Patch,Escalated,92,22-10-2020,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001435,14-11-2023,Telangana,Warangal,South,Phishing,Network,Manufacturing,Low,1762,56.88,100614,26,External,Blocked,MFA,Closed,11,14-11-2023,25,Low,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001436,01-02-2023,Gujarat,Ahmedabad,West,Malware,Network,Government,Medium,1125,173.48,462823,80,Internal,Successful,EDR Isolation,Closed,50,01-02-2023,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001437,27-05-2020,Tamil Nadu,Coimbatore,South,DDoS,Network,Manufacturing,High,1906,187.47,1399666,220,External,Under Investigation,Firewall Rules,Closed,61,27-05-2020,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001438,30-04-2020,Tamil Nadu,Chennai,South,Malware,Cloud Server,Telecom,Medium,918,9.63,191294,57,Internal,Mitigated,EDR Isolation,Open,48,30-04-2020,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001439,30-06-2021,Maharashtra,Mumbai,West,Zero-Day Exploit,Network,Banking,Critical,2501,149.77,5204408,315,External,Under Investigation,Emergency Patch,Closed,84,30-06-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001440,27-07-2023,Telangana,Warangal,South,Ransomware,Network,Banking,Critical,640,150.73,10944483,328,External,Successful,Backup Recovery,Open,64,27-07-2023,90,High,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001441,04-09-2020,Gujarat,Surat,West,SQL Injection,Email Server,Manufacturing,High,2658,153.82,3674079,214,External,Under Investigation,Patch Management,Closed,73,04-09-2020,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001442,22-08-2021,Gujarat,Ahmedabad,West,Data Breach,API,Telecom,High,637,127.94,3808019,104,External,Under Investigation,Encryption,Escalated,64,22-08-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001443,14-01-2024,West Bengal,Siliguri,East,Zero-Day Exploit,Database,Government,Critical,1422,197.51,19235693,496,External,Successful,Emergency Patch,Escalated,89,14-01-2024,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001444,04-04-2020,Telangana,Warangal,South,SQL Injection,Cloud Server,IT,High,4423,85.5,3755216,204,External,Successful,Patch Management,Escalated,78,04-04-2020,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001445,28-08-2024,Karnataka,New Delhi,South,Phishing,Cloud Server,Banking,Low,1371,220.81,14137,165,External,Blocked,Password Reset,Escalated,30,28-08-2024,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001446,03-04-2024,Gujarat,Ahmedabad,West,Insider Threat,API,Healthcare,High,642,102.79,1233196,103,External,Under Investigation,Access Revocation,Open,64,03-04-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001447,21-03-2021,Uttar Pradesh,Lucknow,North,Ransomware,Web App,Healthcare,Critical,4989,105.48,16615704,663,External,Successful,Backup Recovery,Escalated,89,21-03-2021,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001448,25-02-2023,Kerala,Thiruvananthapuram,South,SQL Injection,Database,Education,Medium,4372,146.02,323737,38,Internal,Successful,Patch Management,Open,38,25-02-2023,50,Low,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001449,15-09-2021,Tamil Nadu,Chennai,South,Ransomware,Database,Government,Critical,2253,131.34,13201209,269,External,Successful,Backup Recovery,Escalated,93,15-09-2021,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001450,19-05-2025,Karnataka,Bengaluru,South,SQL Injection,Cloud Server,Banking,Medium,4045,28.87,885867,39,Internal,Mitigated,Patch Management,Closed,38,19-05-2025,50,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001451,01-06-2021,Tamil Nadu,Coimbatore,South,Malware,Web App,Education,Medium,967,120.71,356485,33,Internal,Blocked,EDR Isolation,Open,55,01-06-2021,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001452,05-06-2022,Telangana,Hyderabad,South,Zero-Day Exploit,Email Server,Manufacturing,Critical,1720,195.44,13417600,477,External,Successful,Emergency Patch,Open,84,05-06-2022,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001453,29-04-2020,Kerala,Thiruvananthapuram,South,Ransomware,Web App,Banking,Critical,1120,35.69,15388624,558,Internal,Under Investigation,Emergency Patch,Open,90,29-04-2020,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001454,14-06-2024,Maharashtra,Mumbai,West,Phishing,Cloud Server,Education,Low,184,197.29,76817,26,External,Blocked,MFA,Escalated,33,14-06-2024,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001455,29-11-2021,Delhi,New Delhi,North,Ransomware,Network,Retail,Critical,1148,138.4,12872343,683,External,Successful,Backup Recovery,Closed,83,29-11-2021,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001456,20-12-2020,Maharashtra,Pune,West,Phishing,Network,Banking,Medium,786,168.92,380816,90,External,Mitigated,MFA,Closed,44,20-12-2020,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001457,23-02-2023,Karnataka,New Delhi,South,Zero-Day Exploit,Web App,IT,Critical,918,46.93,14712529,716,External,Successful,Emergency Patch,Escalated,83,23-02-2023,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001458,03-12-2020,Tamil Nadu,Coimbatore,South,Zero-Day Exploit,Network,Government,Critical,447,85.55,9243169,668,External,Successful,Emergency Patch,Open,90,03-12-2020,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001459,16-08-2021,Uttar Pradesh,Noida,North,Insider Threat,Cloud Server,Banking,High,2959,50.31,1542127,152,Internal,Successful,Access Revocation,Closed,77,16-08-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001460,06-12-2023,Maharashtra,Mumbai,West,Zero-Day Exploit,Cloud Server,Retail,Critical,2081,208.88,8789624,294,External,Successful,Emergency Patch,Open,96,06-12-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001461,01-03-2022,Maharashtra,Pune,West,Zero-Day Exploit,API,Retail,Critical,3295,132.36,18676050,716,Internal,Successful,Emergency Patch,Closed,92,01-03-2022,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001462,13-03-2020,Karnataka,Bengaluru,South,Malware,Web App,Banking,Medium,3432,205.18,867689,88,External,Mitigated,EDR Isolation,Open,54,13-03-2020,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001463,13-06-2023,Maharashtra,Pune,West,DDoS,Email Server,Education,High,3657,52.16,1487236,125,Internal,Successful,Firewall Rules,Open,64,13-06-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001464,06-12-2023,Maharashtra,Pune,West,Phishing,Network,Healthcare,Low,4749,39.92,74474,20,Internal,Mitigated,MFA,Escalated,20,06-12-2023,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001465,28-02-2023,Karnataka,Bengaluru,South,Data Breach,Cloud Server,Manufacturing,High,4114,153.35,3035139,180,Internal,Successful,Encryption,Open,62,28-02-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001466,28-01-2021,Gujarat,Surat,West,Insider Threat,Cloud Server,IT,High,918,113.2,1245747,225,Internal,Successful,Access Revocation,Open,61,28-01-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001467,07-01-2022,Telangana,Hyderabad,South,Phishing,API,Government,Low,1118,200.68,18466,15,Internal,Blocked,Emergency Patch,Escalated,26,07-01-2022,25,Low,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001468,05-06-2025,Maharashtra,Mumbai,West,Data Breach,Database,Retail,Critical,997,173.77,5301858,680,External,Successful,Encryption,Escalated,99,05-06-2025,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001469,27-03-2024,Karnataka,Bengaluru,South,Zero-Day Exploit,Web App,Telecom,Critical,4276,82.01,6383650,382,External,Successful,Emergency Patch,Closed,83,27-03-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001470,13-02-2020,Gujarat,Ahmedabad,West,Zero-Day Exploit,Cloud Server,Education,Critical,3389,171.76,13456862,587,Internal,Under Investigation,Emergency Patch,Escalated,86,13-02-2020,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001471,15-02-2025,Andhra Pradesh,Visakhapatnam,South,Data Breach,Cloud Server,Manufacturing,High,3652,158.51,100614,234,External,Successful,Encryption,Escalated,63,15-02-2025,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001472,26-09-2021,Delhi,New Delhi,North,Data Breach,Web App,Education,Critical,2479,54.45,12657169,629,Internal,Successful,Encryption,Escalated,84,26-09-2021,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001473,16-01-2023,Uttar Pradesh,Lucknow,North,Insider Threat,Web App,Telecom,High,3658,147.5,3499754,217,External,Under Investigation,Access Revocation,Open,63,16-01-2023,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001474,29-04-2023,Maharashtra,Pune,West,SQL Injection,Cloud Server,Retail,High,1090,39.79,2760867,168,Internal,Under Investigation,Patch Management,Escalated,66,29-04-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001475,06-07-2024,Uttar Pradesh,Lucknow,North,SQL Injection,Database,Banking,High,3773,68.97,2593609,93,Internal,Under Investigation,Patch Management,Open,62,06-07-2024,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001476,08-06-2024,Kerala,Kochi,South,Malware,Web App,Healthcare,Medium,4897,66.57,540650,48,External,Mitigated,EDR Isolation,Escalated,57,08-06-2024,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001477,05-11-2023,Karnataka,Mysuru,South,Malware,Email Server,Banking,Medium,4308,218.05,661173,37,External,Blocked,EDR Isolation,Closed,48,05-11-2023,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001478,15-02-2020,Tamil Nadu,Coimbatore,South,DDoS,Database,Telecom,High,2571,158.51,1909838,123,External,Successful,Firewall Rules,Escalated,78,15-02-2020,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001479,04-09-2024,Maharashtra,Pune,West,SQL Injection,Database,Banking,High,691,59.82,3468187,118,External,Successful,Patch Management,Open,69,04-09-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001480,29-01-2021,Gujarat,Surat,West,Phishing,API,Government,Low,2297,206.56,65197,14,External,Mitigated,MFA,Open,17,29-01-2021,25,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001481,14-08-2022,Tamil Nadu,Coimbatore,South,Insider Threat,Web App,Banking,High,4830,1.08,3867380,115,External,Under Investigation,Access Revocation,Open,76,14-08-2022,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001482,01-03-2023,Kerala,Kochi,South,Zero-Day Exploit,Email Server,Retail,Critical,180,129.28,6931370,340,External,Under Investigation,Emergency Patch,Closed,89,01-03-2023,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001483,05-06-2022,Maharashtra,Pune,West,Insider Threat,API,IT,High,4197,119,4892707,187,Internal,Under Investigation,Access Revocation,Closed,70,05-06-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001484,16-04-2025,West Bengal,Kolkata,East,Insider Threat,Email Server,Education,High,1092,83.94,3354014,151,Internal,Successful,Access Revocation,Closed,75,16-04-2025,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001485,16-01-2022,Tamil Nadu,Chennai,South,Ransomware,Email Server,Healthcare,Critical,2968,28.45,7428633,612,External,Under Investigation,Backup Recovery,Open,87,16-01-2022,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001486,05-04-2020,Gujarat,Ahmedabad,West,Phishing,Cloud Server,Retail,Medium,2309,29.59,837562,67,External,Blocked,Password Reset,Open,55,05-04-2020,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001487,09-12-2023,Andhra Pradesh,Visakhapatnam,South,Phishing,Cloud Server,Telecom,Medium,854,247.06,100614,75,Internal,Blocked,Password Reset,Closed,52,09-12-2023,50,Medium,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001488,16-10-2022,Delhi,New Delhi,North,Data Breach,Cloud Server,Retail,High,2882,26.28,4372185,134,Internal,Under Investigation,Encryption,Open,80,16-10-2022,70,Critical,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001489,04-09-2024,Kerala,Thiruvananthapuram,South,Ransomware,Network,Manufacturing,Critical,4980,18.97,7519074,695,Internal,Successful,Backup Recovery,Escalated,91,04-09-2024,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001490,21-04-2020,West Bengal,Siliguri,East,Zero-Day Exploit,Cloud Server,Retail,Critical,1097,74.97,16201525,523,External,Successful,Emergency Patch,Open,98,21-04-2020,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001491,25-03-2020,West Bengal,Kolkata,East,Malware,Database,Education,Medium,3690,54.2,768916,65,Internal,Blocked,EDR Isolation,Open,49,25-03-2020,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001492,21-10-2020,Tamil Nadu,Coimbatore,South,DDoS,Web App,Healthcare,High,2388,198.98,100614,96,External,Successful,Firewall Rules,Closed,72,21-10-2020,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001493,26-04-2020,Telangana,Hyderabad,South,Zero-Day Exploit,Web App,Healthcare,Critical,4023,58.76,6482406,507,Internal,Under Investigation,Emergency Patch,Open,81,26-04-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001494,19-03-2023,Gujarat,Ahmedabad,West,Phishing,Network,Manufacturing,Low,3842,116.04,80489,23,Internal,Mitigated,MFA,Escalated,13,19-03-2023,25,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001495,29-11-2024,Tamil Nadu,Coimbatore,South,SQL Injection,Web App,Education,High,3364,160.24,1045343,197,External,Successful,Patch Management,Closed,62,29-11-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001496,22-08-2021,Maharashtra,Pune,West,Insider Threat,Cloud Server,Banking,High,3310,56.44,3021137,103,Internal,Successful,Access Revocation,Escalated,79,22-08-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001497,26-02-2024,Maharashtra,Pune,South,DDoS,Web App,Manufacturing,High,1594,249.54,2823514,94,Internal,Under Investigation,Emergency Patch,Closed,66,26-02-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001498,10-10-2023,Delhi,New Delhi,North,Ransomware,Web App,Banking,Critical,3955,91.63,17865770,373,External,Under Investigation,Backup Recovery,Escalated,100,10-10-2023,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001499,17-11-2020,Gujarat,New Delhi,West,Malware,API,Banking,Medium,3018,103.48,637981,42,Internal,Mitigated,EDR Isolation,Escalated,47,17-11-2020,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001500,01-02-2021,Telangana,Warangal,South,Phishing,Web App,Retail,Medium,2368,170.12,640500,40,Internal,Mitigated,Password Reset,Escalated,56,01-02-2021,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001501,03-10-2021,West Bengal,Siliguri,East,Malware,Network,Telecom,Medium,1219,11.47,450290,73,Internal,Mitigated,EDR Isolation,Escalated,52,03-10-2021,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001502,24-05-2025,Kerala,Thiruvananthapuram,South,DDoS,Email Server,Manufacturing,High,1568,68.19,1017012,162,Internal,Under Investigation,Firewall Rules,Escalated,80,24-05-2025,70,Critical,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
